X;Y;Z
9;3;3
9;3;3
9;3;3
9;3;3
9;3;3
9;3;4
9;3;4
8;3;4
8;3;4
8;3;4
7;3;5
7;3;5
7;3;5
6;3;5
6;3;5
5;3;5
5;3;6
4;3;6
4;2;6
3;2;6
3;2;6
2;2;6
2;2;6
1;2;7
0;2;7
0;2;7
-1;2;7
-1;2;7
-1;2;7
-2;2;7
-2;2;7
-2;2;8
-3;2;8
-3;2;8
-3;3;8
-3;3;8
-4;3;8
-4;3;8
-4;4;8
-4;4;8
-4;5;8
-4;5;7
-5;6;7
-5;6;7
-5;7;7
-6;7;7
-6;7;7
-7;8;6
-7;8;6
-8;8;6
-8;8;6
-9;7;6
-9;7;6
-10;6;5
-10;6;5
-10;5;5
-10;5;4
-10;4;4
-10;4;4
-10;4;3
-9;4;2
-8;4;1
-7;4;1
-6;4;0
-5;3;-1
-5;3;-2
-8;-1;-2
-11;-5;-2
-8;-5;-1
-9;-8;-1
-10;-11;0
-8;-10;0
-9;-9;0
-9;-8;0
-8;-6;1
-7;-4;1
-5;-3;1
-3;-2;1
-2;-1;0
1;1;0
3;2;-1
4;4;-1
6;5;-1
7;6;-1
7;7;-2
8;7;-2
8;7;-2
8;7;-1
8;7;-1
8;6;-1
8;6;0
8;5;0
8;5;1
7;4;1
6;3;2
6;2;2
5;2;3
5;1;3
4;0;3
4;-1;4
3;-2;4
3;-2;4
3;-3;4
3;-3;4
3;-3;4
4;-3;3
4;-3;3
4;-3;3
5;-3;2
5;-3;1
6;-3;1
7;-3;0
8;-3;0
9;-2;0
9;-2;0
10;-2;0
11;-1;0
11;-1;0
12;0;0
12;0;1
13;1;1
13;2;2
13;3;2
13;4;2
13;5;3
13;6;3
13;7;4
12;8;4
12;9;4
11;10;4
10;11;4
10;12;4
9;12;3
7;13;3
6;13;2
5;13;2
4;12;1
3;12;1
1;12;0
0;11;0
-1;10;0
-2;10;-1
-3;9;-1
-4;8;-1
-5;7;-1
-5;7;-1
-6;6;-1
-6;5;0
-7;4;0
-7;4;0
-7;3;1
-6;2;1
-6;2;2
-5;2;2
-5;1;3
-4;1;3
-4;1;3
-3;1;3
-3;2;3
-2;2;3
-2;3;3
-1;4;3
-1;4;3
-1;5;3
-1;6;3
-2;7;3
-2;8;3
-3;9;3
-3;10;2
-4;11;2
-5;12;2
-6;13;1
-7;13;1
-8;14;0
-9;15;0
-11;15;0
-12;15;0
-13;16;0
-15;16;0
-16;16;-1
-17;16;-1
-19;15;0
-20;15;0
-21;15;0
-22;14;0
-23;14;0
-24;13;0
-24;13;0
-25;12;0
-25;12;0
-26;11;0
-26;10;0
-26;10;0
-26;10;0
-26;9;0
-26;9;0
-26;9;0
-25;9;1
-25;8;1
-24;8;1
-24;8;1
-23;9;0
-23;9;1
-23;9;1
-22;9;0
-22;9;0
-22;9;0
-21;10;0
-21;10;0
-21;10;0
-21;10;0
-21;11;0
-21;11;0
-22;11;0
-22;12;0
-22;12;0
-22;12;0
-23;13;0
-23;13;0
-24;14;0
-24;14;0
-25;14;0
-25;15;0
-26;15;0
-26;16;0
-27;16;0
-28;17;0
-28;17;1
-29;17;1
-29;18;1
-30;18;1
-30;18;1
-31;18;1
-31;17;1
-31;17;1
-31;17;1
-31;17;1
-31;16;1
-31;16;0
-30;16;0
-30;16;0
-29;15;0
-29;15;0
-28;15;0
-27;15;0
-26;15;-1
-25;15;-1
-24;15;-1
-23;15;-1
-22;15;-1
-21;15;-1
-20;16;0
-19;16;0
-18;16;0
-18;16;0
-17;16;0
-17;16;0
-16;17;0
-16;17;0
-15;17;-1
-15;17;-1
-15;17;-1
-14;17;-1
-14;17;-2
-14;17;-2
-14;16;-3
-14;16;-3
-14;15;-4
-14;15;-4
-13;14;-4
-13;13;-4
-13;13;-4
-13;12;-4
-13;11;-4
-13;10;-4
-12;10;-4
-12;9;-4
-12;8;-4
-11;7;-4
-11;7;-3
-10;6;-3
-10;5;-3
-10;5;-2
-9;5;-2
-8;4;-2
-8;4;-1
-7;4;-1
-7;3;-1
-6;3;-1
-6;3;0
-5;3;0
-5;2;0
-5;2;0
-5;2;0
-4;2;0
-4;2;0
-4;2;0
-4;1;0
-4;1;0
-4;1;0
-4;1;-1
-4;1;-1
-4;1;-1
-4;1;-2
-4;1;-2
-3;1;-2
-3;1;-3
-3;1;-3
-3;0;-3
-3;0;-3
-3;0;-3
-3;0;-4
-2;-1;-4
-2;-1;-4
-1;-2;-4
-1;-3;-4
0;-3;-4
0;-4;-3
1;-4;-3
1;-5;-3
2;-5;-3
3;-6;-2
3;-6;-2
4;-6;-2
5;-6;-1
5;-6;-1
6;-6;0
6;-6;0
7;-6;0
7;-5;0
8;-5;1
8;-4;1
9;-4;1
9;-3;1
9;-2;1
10;-1;0
10;-1;0
9;0;0
9;1;0
9;1;-1
9;2;-1
8;2;-1
7;2;-2
7;2;-2
6;2;-2
6;2;-2
5;2;-2
4;2;-2
4;2;-2
3;1;-2
2;1;-2
1;0;-2
1;0;-2
0;0;-1
0;-1;-1
