51;-47;-966
51;-46;-968
52;-46;-966
52;-46;-967
52;-47;-965
53;-45;-965
52;-46;-966
52;-46;-967
52;-46;-966
51;-45;-964
50;-44;-965
50;-45;-966
51;-46;-967
51;-46;-966
51;-45;-966
51;-46;-965
50;-46;-961
48;-44;-959
48;-44;-961
48;-45;-963
48;-46;-963
48;-46;-965
48;-47;-968
46;-47;-971
46;-47;-972
46;-48;-972
46;-47;-969
47;-44;-969
48;-44;-968
49;-44;-966
50;-43;-963
49;-44;-961
49;-43;-960
49;-41;-961
49;-41;-962
49;-42;-962
51;-43;-960
51;-44;-960
50;-45;-960
49;-46;-962
48;-46;-959
48;-44;-959
45;-43;-962
45;-42;-965
45;-44;-965
46;-43;-970
46;-43;-970
45;-42;-970
44;-41;-970
42;-39;-968
41;-40;-969
41;-40;-970
41;-40;-970
41;-40;-968
40;-40;-970
40;-40;-969
41;-41;-972
41;-43;-972
41;-42;-970
44;-44;-970
45;-45;-968
45;-47;-970
42;-45;-968
41;-45;-970
41;-42;-969
44;-42;-970
44;-43;-967
44;-42;-971
46;-42;-967
47;-41;-966
49;-43;-965
48;-43;-963
49;-44;-958
50;-46;-958
48;-44;-956
49;-44;-956
50;-44;-954
51;-42;-957
51;-41;-956
49;-43;-959
49;-42;-959
51;-41;-958
50;-39;-958
50;-39;-960
49;-39;-963
49;-40;-965
47;-43;-964
46;-43;-963
45;-44;-963
44;-44;-967
44;-42;-967
42;-42;-969
41;-39;-971
42;-40;-970
43;-40;-967
43;-40;-968
44;-40;-967
44;-40;-968
45;-39;-966
46;-39;-965
44;-39;-966
44;-39;-964
46;-40;-964
46;-41;-963
46;-42;-964
45;-42;-967
47;-41;-969
47;-41;-967
47;-40;-965
45;-38;-966
44;-39;-965
46;-40;-967
45;-39;-967
44;-39;-968
45;-41;-967
44;-41;-967
43;-41;-969
42;-42;-968
43;-46;-965
42;-43;-965
43;-43;-965
43;-44;-964
41;-45;-963
40;-44;-962
41;-46;-960
41;-45;-963
42;-44;-960
45;-45;-961
44;-44;-961
44;-43;-962
45;-44;-962
47;-43;-961
46;-41;-962
47;-38;-960
47;-39;-961
47;-38;-963
47;-37;-961
46;-36;-962
47;-35;-964
47;-35;-964
48;-35;-967
45;-36;-968
43;-36;-971
43;-36;-971
42;-37;-971
41;-38;-970
40;-39;-968
40;-40;-968
40;-39;-966
41;-39;-966
42;-39;-968
42;-40;-966
43;-39;-968
42;-39;-967
44;-37;-967
46;-37;-964
46;-35;-965
46;-36;-966
46;-35;-968
47;-37;-965
45;-37;-963
45;-39;-961
44;-38;-962
44;-38;-963
45;-38;-964
45;-38;-965
44;-39;-965
42;-39;-967
43;-38;-968
42;-39;-966
41;-39;-968
40;-37;-969
39;-37;-970
40;-37;-971
38;-37;-970
38;-34;-969
40;-34;-970
41;-33;-970
42;-35;-971
41;-36;-970
42;-35;-969
42;-37;-968
42;-39;-969
40;-40;-967
41;-41;-966
41;-43;-965
39;-42;-965
38;-41;-969
39;-40;-965
41;-40;-961
42;-41;-959
43;-41;-957
45;-42;-956
47;-44;-954
46;-46;-955
44;-45;-957
43;-41;-959
44;-39;-964
45;-38;-965
44;-38;-965
44;-38;-964
43;-37;-964
43;-37;-964
46;-38;-964
45;-38;-961
47;-37;-963
45;-35;-962
46;-36;-964
46;-35;-966
43;-35;-968
43;-33;-970
45;-32;-972
46;-33;-975
45;-33;-975
45;-33;-972
45;-33;-973
48;-34;-970
49;-34;-966
47;-35;-966
48;-36;-966
48;-36;-965
48;-38;-965
49;-39;-964
46;-39;-961
45;-41;-965
45;-40;-964
44;-39;-965
45;-41;-964
43;-41;-963
44;-39;-962
45;-39;-963
45;-40;-961
46;-40;-961
46;-39;-963
47;-38;-964
49;-37;-964
48;-36;-966
47;-34;-965
46;-35;-969
44;-37;-969
44;-37;-969
44;-37;-968
44;-38;-967
44;-38;-966
45;-40;-966
44;-39;-967
43;-38;-969
43;-38;-969
43;-37;-971
42;-36;-972
44;-36;-973
44;-35;-975
43;-35;-972
46;-35;-970
48;-35;-971
48;-33;-972
48;-32;-969
50;-31;-967
49;-31;-969
48;-30;-971
49;-31;-970
50;-32;-967
49;-35;-966
48;-37;-968
48;-38;-966
48;-39;-966
48;-40;-965
48;-38;-963
48;-38;-961
49;-38;-962
49;-39;-964
50;-37;-964
50;-36;-963
50;-37;-967
50;-39;-965
50;-39;-966
51;-39;-964
51;-40;-964
53;-42;-961
54;-42;-962
55;-44;-958
54;-42;-957
55;-41;-957
54;-40;-959
55;-39;-959
54;-38;-964
54;-37;-964
55;-37;-964
55;-38;-964
55;-37;-963
52;-38;-961
52;-40;-961
53;-40;-964
54;-41;-960
54;-41;-960
54;-42;-959
52;-42;-959
49;-41;-960
51;-39;-962
51;-39;-964
49;-37;-966
48;-40;-966
48;-40;-965
50;-40;-964
49;-42;-964
48;-43;-960
51;-46;-960
52;-46;-961
52;-47;-960
50;-47;-961
50;-45;-963
49;-43;-964
48;-44;-966
49;-44;-967
48;-47;-966
47;-48;-967
45;-48;-970
45;-46;-968
46;-46;-970
45;-45;-968
43;-43;-969
44;-41;-970
46;-43;-968
47;-42;-966
47;-43;-967
48;-44;-966
49;-42;-967
52;-41;-968
53;-39;-965
55;-39;-966
54;-39;-963
56;-38;-962
58;-38;-959
59;-39;-957
58;-37;-959
56;-37;-963
56;-36;-964
55;-34;-969
54;-34;-968
52;-34;-968
52;-35;-969
52;-35;-968
51;-36;-968
51;-37;-971
51;-36;-971
51;-37;-970
52;-37;-971
52;-37;-969
51;-37;-968
51;-38;-971
51;-36;-968
52;-36;-970
51;-39;-969
51;-41;-970
47;-44;-967
46;-47;-970
44;-49;-968
43;-48;-972
43;-47;-967
46;-49;-971
47;-49;-963
49;-49;-967
49;-49;-964
49;-49;-966
49;-51;-969
51;-50;-971
50;-51;-972
49;-51;-966
48;-51;-971
49;-52;-963
50;-52;-963
50;-52;-962
53;-53;-962
54;-53;-963
54;-52;-963
54;-52;-963
53;-49;-964
52;-47;-963
50;-47;-966
51;-48;-965
49;-49;-966
48;-50;-964
48;-49;-966
48;-50;-965
49;-50;-967
49;-49;-970
46;-46;-972
44;-46;-975
43;-47;-979
44;-49;-978
43;-48;-981
44;-48;-977
43;-47;-987
45;-48;-974
47;-49;-978
48;-50;-972
50;-50;-970
52;-50;-967
53;-52;-967
55;-52;-962
59;-50;-963
61;-49;-960
61;-50;-956
63;-51;-951
63;-51;-952
65;-52;-949
64;-51;-956
63;-49;-958
60;-48;-962
58;-47;-967
55;-47;-968
54;-50;-970
53;-54;-968
50;-54;-971
49;-54;-967
48;-57;-971
51;-56;-963
54;-56;-965
52;-55;-962
54;-53;-959
56;-53;-963
57;-54;-961
58;-54;-963
55;-55;-965
56;-55;-963
57;-54;-974
55;-56;-971
52;-56;-972
50;-57;-972
52;-57;-975
52;-56;-978
51;-55;-977
53;-55;-975
55;-57;-975
57;-60;-972
61;-63;-970
60;-66;-972
59;-63;-963
62;-61;-971
64;-61;-963
63;-60;-963
62;-60;-959
61;-61;-961
65;-62;-957
63;-61;-958
63;-60;-963
64;-61;-965
65;-61;-964
65;-61;-965
63;-61;-965
64;-62;-961
64;-61;-963
62;-61;-965
61;-60;-966
61;-60;-967
62;-61;-966
60;-61;-971
60;-61;-969
59;-60;-969
61;-59;-969
61;-59;-966
60;-60;-969
60;-61;-969
61;-61;-970
61;-60;-966
62;-60;-968
63;-61;-967
62;-60;-966
63;-61;-964
66;-62;-960
66;-62;-958
64;-63;-959
65;-63;-956
65;-63;-956
70;-63;-952
71;-63;-953
70;-64;-954
70;-66;-953
69;-67;-952
69;-69;-949
69;-69;-950
69;-69;-949
68;-69;-948
66;-71;-946
64;-73;-949
63;-73;-954
62;-74;-956
61;-74;-957
59;-70;-961
59;-68;-964
61;-65;-966
61;-62;-969
60;-61;-972
59;-60;-970
60;-58;-971
61;-56;-970
61;-55;-967
61;-57;-967
62;-58;-966
63;-59;-963
64;-59;-963
64;-59;-962
64;-58;-958
65;-60;-958
63;-60;-954
63;-59;-955
62;-58;-956
64;-57;-958
61;-57;-959
60;-56;-961
59;-55;-964
58;-55;-961
55;-55;-962
53;-53;-964
51;-53;-966
49;-53;-970
46;-55;-972
46;-54;-973
46;-53;-978
46;-52;-979
45;-51;-981
43;-55;-983
42;-48;-986
44;-42;-991
43;-41;-992
41;-44;-989
40;-46;-989
41;-47;-990
41;-48;-989
41;-48;-987
44;-50;-983
42;-53;-978
45;-54;-971
45;-56;-967
45;-58;-966
44;-58;-964
47;-61;-961
48;-64;-954
49;-61;-954
50;-61;-953
52;-59;-949
55;-58;-950
55;-58;-951
55;-55;-946
55;-57;-940
57;-56;-941
58;-56;-946
56;-55;-952
58;-51;-953
60;-48;-956
60;-50;-954
58;-51;-951
58;-54;-954
56;-55;-950
56;-54;-950
56;-53;-950
57;-51;-948
57;-55;-956
54;-52;-955
51;-50;-958
51;-51;-957
52;-50;-959
54;-50;-963
50;-50;-972
46;-41;-963
47;-45;-974
44;-41;-962
63;-66;-921
68;-153;-914
53;-96;-966
50;-42;-968
41;-37;-964
43;-23;-942
55;-22;-931
51;-30;-968
40;-29;-982
32;-25;-997
30;-25;-1010
32;-27;-999
36;-31;-985
39;-37;-972
40;-42;-971
39;-44;-972
38;-45;-974
38;-47;-966
38;-48;-963
37;-48;-965
36;-47;-972
33;-46;-974
32;-44;-974
33;-41;-970
32;-41;-967
32;-43;-969
34;-42;-975
35;-43;-975
36;-43;-971
35;-42;-965
34;-42;-961
35;-44;-962
36;-45;-962
35;-45;-963
35;-45;-962
35;-43;-961
36;-43;-959
36;-44;-958
35;-44;-960
35;-44;-961
37;-43;-962
39;-43;-960
40;-44;-959
38;-44;-957
38;-45;-956
40;-47;-954
41;-47;-955
41;-46;-955
40;-45;-958
40;-44;-960
39;-43;-962
38;-43;-962
37;-43;-957
38;-42;-956
38;-43;-956
38;-45;-957
38;-46;-955
38;-45;-955
37;-46;-956
35;-45;-959
35;-42;-960
36;-42;-962
34;-41;-965
34;-42;-969
33;-40;-971
34;-39;-968
33;-39;-971
33;-38;-971
34;-36;-971
34;-37;-970
35;-38;-965
35;-41;-965
33;-42;-964
31;-43;-965
31;-43;-965
32;-43;-965
30;-41;-969
28;-41;-970
28;-40;-968
27;-41;-970
27;-41;-970
30;-41;-970
30;-40;-969
30;-41;-968
29;-41;-966
29;-40;-964
28;-40;-965
30;-40;-964
31;-38;-963
30;-38;-963
31;-38;-964
31;-37;-964
31;-37;-964
29;-37;-963
29;-40;-962
30;-41;-960
27;-41;-961
26;-41;-959
25;-42;-961
23;-41;-962
22;-40;-961
23;-37;-963
24;-37;-966
24;-38;-967
23;-37;-967
22;-37;-967
22;-36;-965
22;-37;-962
22;-36;-965
21;-36;-965
21;-35;-965
21;-35;-965
19;-37;-962
18;-38;-961
19;-38;-962
19;-36;-965
20;-37;-968
20;-38;-966
19;-41;-963
18;-41;-961
20;-39;-960
22;-40;-958
22;-39;-957
22;-40;-958
22;-40;-957
22;-41;-956
22;-42;-956
22;-43;-956
21;-49;-954
22;-49;-956
24;-44;-953
28;-38;-952
30;-39;-950
31;-38;-951
33;-37;-950
33;-35;-952
31;-37;-956
25;-38;-962
23;-38;-964
19;-37;-971
13;-35;-976
12;-31;-979
10;-32;-981
7;-27;-984
8;-26;-981
13;-26;-984
17;-24;-979
17;-21;-977
18;-23;-974
21;-24;-971
21;-20;-969
20;-22;-970
20;-24;-969
20;-26;-969
19;-25;-970
18;-29;-975
15;-23;-976
16;-23;-977
18;-30;-974
20;-32;-969
21;-31;-964
21;-31;-962
22;-32;-959
22;-31;-956
24;-33;-956
24;-30;-952
24;-35;-950
24;-33;-954
24;-30;-956
23;-37;-957
21;-38;-958
20;-36;-960
20;-31;-959
19;-36;-956
21;-43;-954
20;-38;-956
21;-34;-960
22;-36;-958
24;-37;-957
21;-32;-958
23;-36;-961
24;-38;-960
23;-39;-963
21;-35;-964
20;-37;-967
20;-38;-964
21;-41;-965
21;-34;-967
19;-33;-967
19;-32;-969
17;-31;-969
16;-34;-972
17;-33;-969
16;-32;-969
16;-31;-967
16;-33;-964
16;-34;-965
16;-33;-964
14;-33;-961
13;-38;-963
15;-40;-959
13;-38;-959
13;-35;-963
14;-31;-965
14;-31;-967
13;-29;-967
12;-31;-967
12;-36;-965
13;-38;-967
