955;28;-356
956;25;-352
956;22;-352
955;21;-349
953;20;-350
949;21;-352
947;21;-350
943;22;-352
938;24;-354
935;26;-357
933;27;-359
932;27;-359
932;27;-357
933;27;-357
933;27;-357
932;28;-359
930;29;-363
928;28;-367
928;29;-372
930;31;-376
934;31;-380
937;30;-382
938;29;-382
940;28;-383
942;25;-384
943;20;-385
946;16;-385
947;14;-382
951;9;-378
952;7;-374
953;5;-368
953;5;-363
953;5;-356
953;5;-349
953;4;-341
950;5;-337
949;5;-332
950;7;-332
951;10;-331
951;12;-331
952;11;-331
954;11;-326
953;12;-323
951;14;-322
947;15;-324
942;18;-324
936;21;-324
932;23;-324
927;25;-320
921;28;-318
916;33;-319
916;38;-319
916;43;-317
917;47;-314
918;50;-311
920;52;-307
923;53;-305
925;54;-305
926;53;-304
924;51;-302
924;49;-302
924;46;-298
925;46;-297
924;46;-300
927;46;-301
930;45;-300
932;43;-300
935;42;-300
937;39;-303
939;37;-305
942;36;-308
945;35;-305
946;33;-307
948;31;-312
947;26;-315
945;22;-318
946;19;-324
946;17;-328
946;14;-332
945;12;-335
946;13;-338
947;13;-338
949;15;-339
949;16;-338
949;17;-337
947;18;-337
946;16;-337
945;16;-335
943;17;-337
942;18;-338
940;20;-339
939;23;-339
940;25;-336
941;28;-335
943;28;-329
942;30;-327
943;32;-324
943;33;-322
942;32;-319
940;31;-317
940;29;-314
937;26;-315
936;24;-313
937;26;-315
936;25;-311
938;24;-307
940;24;-305
942;23;-302
944;23;-297
944;22;-294
942;22;-291
940;21;-289
938;22;-288
935;22;-287
935;23;-286
935;23;-289
934;24;-291
932;26;-292
933;27;-297
932;30;-303
930;31;-306
926;31;-308
923;34;-313
919;35;-314
915;39;-316
915;40;-319
916;39;-323
918;36;-321
918;35;-322
919;34;-325
920;34;-322
921;33;-319
921;32;-320
923;33;-320
925;31;-320
924;32;-316
924;32;-313
926;33;-314
927;31;-310
929;30;-306
930;27;-306
930;25;-305
